0,0.582100861
0.25,1.651055541
0.5,2.882416411
0.75,3.717797895
1,5.132399665
1.25,6.369000119
1.5,6.734741617
1.75,7.604108155
2,8.178632241
2.25,8.708613982
2.5,9.714736882
2.75,10.07421665
3,10.04271604
3.25,11.01046563
3.5,11.37732629
3.75,11.43607843
4,11.96616171
4.25,11.72225998
4.5,12.0620352
4.75,12.19243965
5,13.15165084
5.25,12.60932538
5.5,12.92675124
5.75,12.83330417
6,13.85374617
6.25,13.32748754
6.5,13.47426035
6.75,14.25917749
7,13.48781964
7.25,14.38714334
7.5,14.34069055
7.75,14.55105169
8,14.12389207
8.25,13.96255959
8.5,14.23544928
8.75,14.69309385
9,14.57472964
9.25,14.90832914
9.5,14.18763374
9.75,14.8603983
10,14.13555604
10.25,14.83016945
10.5,15.03918587
10.75,14.9228424
11,14.38124871
11.25,14.20006999
11.5,15.02628609
11.75,14.80054635
12,14.77921618
12.25,14.26918288
12.5,14.76285923
12.75,14.70457635
13,14.36665995
13.25,14.52763132
13.5,14.7602034
13.75,15.13930503
14,14.98096155
14.25,15.16100739
14.5,15.14435175
14.75,14.8201741
15,14.28843305
15.25,14.91406464
15.5,15.1121328
15.75,14.2922203
16,14.40273029
16.25,14.79309362
16.5,14.76448318
16.75,14.522059
17,14.48959447
17.25,15.07954907
17.5,14.42998833
17.75,14.7945363
18,15.04238656
18.25,14.40160076
18.5,15.23388445
18.75,14.55934369
19,15.2901908
19.25,14.97760313
